age,income,loan_amount,loan_term,credit_score,employment_type,marital_status,property_area,existing_loans,loan_purpose,fraud
39,51108,829020,84,681,Salaried,Single,Rural,4,Business,1
53,69086,397184,240,563,Business,Single,Semiurban,2,Personal,0
30,165556,1212668,180,474,Business,Married,Semiurban,5,Personal,1
31,44250,447362,240,774,Business,Single,Rural,5,Business,0
60,129153,524036,84,475,Unemployed,Married,Urban,4,Vehicle,0
40,18092,257014,84,812,Self-employed,Married,Urban,5,Personal,0
47,54779,401552,120,532,Business,Single,Urban,1,Vehicle,0
33,83161,834857,36,565,Unemployed,Married,Urban,3,Home,1
58,57805,531659,120,522,Self-employed,Married,Urban,0,Personal,0
27,174879,1087987,60,788,Salaried,Single,Semiurban,4,Vehicle,0
42,89330,185923,120,580,Salaried,Married,Urban,1,Vehicle,0
35,155059,316111,36,824,Self-employed,Married,Urban,5,Vehicle,0
48,128539,218808,240,503,Business,Married,Rural,5,Education,0
42,128007,1498755,84,632,Salaried,Single,Semiurban,3,Business,0
35,172949,1009675,240,586,Salaried,Married,Semiurban,4,Vehicle,0
45,29036,1361777,36,752,Business,Single,Semiurban,0,Business,1
59,128580,925743,240,831,Salaried,Married,Rural,4,Personal,0
46,131193,153772,60,740,Salaried,Married,Urban,3,Home,0
37,112001,821524,84,577,Salaried,Single,Urban,5,Education,0
56,161465,1459556,84,829,Salaried,Married,Semiurban,1,Vehicle,0
42,110223,1392690,180,828,Business,Single,Urban,2,Home,0
26,124447,756249,180,704,Self-employed,Married,Urban,5,Vehicle,0
49,112755,433903,60,615,Salaried,Single,Semiurban,4,Personal,1
56,159100,473100,120,766,Self-employed,Single,Urban,5,Personal,0
46,87040,405692,240,624,Salaried,Married,Urban,3,Home,0
39,178804,1295600,36,615,Unemployed,Married,Rural,1,Personal,1
38,24909,1137026,60,805,Unemployed,Single,Rural,3,Business,1
39,81879,143566,180,697,Business,Married,Semiurban,4,Business,0
54,170278,938057,240,744,Business,Married,Semiurban,5,Education,0
37,131066,876425,84,570,Salaried,Married,Urban,5,Business,1
36,159105,1314163,60,499,Unemployed,Married,Semiurban,0,Personal,1
43,163246,569686,120,587,Self-employed,Single,Urban,3,Vehicle,0
31,23797,1274318,120,736,Self-employed,Married,Urban,5,Business,1
43,35147,679003,180,579,Unemployed,Single,Semiurban,3,Vehicle,1
29,121873,551315,240,681,Salaried,Married,Urban,4,Personal,0
30,159456,1330760,84,453,Unemployed,Single,Semiurban,2,Personal,1
25,178917,233439,180,661,Self-employed,Single,Urban,4,Business,0
22,147754,350609,84,495,Salaried,Married,Semiurban,5,Vehicle,0
51,54309,819942,60,499,Salaried,Single,Semiurban,2,Vehicle,1
37,123231,520703,60,629,Unemployed,Single,Urban,0,Personal,0
59,33964,1268382,36,799,Salaried,Single,Urban,4,Home,1
45,98285,157993,180,738,Salaried,Single,Rural,1,Personal,0
55,75245,824037,36,799,Unemployed,Married,Semiurban,3,Business,0
49,25953,1404601,36,725,Business,Single,Rural,2,Education,1
32,172692,1187349,60,501,Salaried,Single,Rural,2,Vehicle,0
56,119933,1039388,36,792,Self-employed,Married,Urban,1,Business,0
52,67372,947846,36,633,Salaried,Married,Rural,5,Personal,0
54,41842,1491486,240,614,Unemployed,Married,Semiurban,5,Business,1
29,135415,515323,84,770,Salaried,Married,Urban,3,Home,0
41,165129,1115240,180,649,Salaried,Married,Semiurban,5,Home,0
23,67303,287039,84,750,Self-employed,Single,Semiurban,5,Home,0
24,97415,907196,60,630,Unemployed,Single,Rural,5,Vehicle,0
32,151364,877674,240,807,Salaried,Single,Urban,1,Business,0
25,71374,1138667,60,742,Self-employed,Single,Urban,3,Business,0
39,19242,604128,240,619,Unemployed,Married,Rural,2,Vehicle,1
30,174959,616262,180,792,Salaried,Married,Semiurban,5,Education,0
38,125270,121448,120,661,Salaried,Single,Rural,3,Education,0
46,28957,1041890,60,789,Self-employed,Single,Semiurban,0,Business,0
32,158755,786562,60,828,Salaried,Married,Urban,2,Education,0
37,46440,350401,120,553,Unemployed,Married,Urban,4,Home,1
27,47204,579503,36,648,Salaried,Single,Urban,4,Education,0
30,133873,1352002,36,789,Unemployed,Single,Semiurban,5,Education,1
21,58032,815857,84,539,Salaried,Single,Rural,0,Vehicle,0
39,150538,233482,60,544,Self-employed,Married,Semiurban,3,Home,0
36,175721,1208463,84,735,Salaried,Married,Urban,5,Home,0
55,22577,1397269,240,536,Self-employed,Married,Urban,1,Home,1
21,117932,107174,180,479,Business,Single,Rural,5,Home,0
51,167813,1452222,120,594,Self-employed,Married,Urban,5,Business,0
43,137271,1104806,60,682,Salaried,Married,Urban,2,Business,0
45,85426,436208,84,828,Salaried,Married,Urban,3,Vehicle,0
55,77502,943539,60,770,Salaried,Married,Urban,3,Vehicle,0
49,119827,1072065,84,622,Salaried,Married,Urban,4,Business,0
33,166999,508109,240,787,Business,Married,Rural,4,Vehicle,0
40,73971,923823,60,690,Salaried,Married,Urban,4,Vehicle,0
34,106521,1256984,60,787,Salaried,Married,Urban,3,Home,0
45,166738,1498786,60,589,Unemployed,Single,Semiurban,4,Business,1
41,140835,615267,240,516,Business,Married,Urban,4,Personal,0
27,35133,279830,36,454,Unemployed,Single,Urban,0,Education,0
30,73839,745003,36,635,Self-employed,Married,Semiurban,3,Vehicle,0
32,93953,735941,36,737,Salaried,Single,Urban,0,Personal,0
47,59492,1277894,180,771,Salaried,Married,Semiurban,1,Home,0
30,134628,303568,36,519,Business,Married,Urban,1,Home,0
44,133588,1326605,180,543,Salaried,Single,Rural,5,Personal,1
42,40284,875879,36,540,Salaried,Married,Semiurban,1,Home,0
33,102069,713101,240,492,Salaried,Married,Urban,4,Vehicle,0
37,68337,1176725,84,716,Unemployed,Single,Urban,1,Home,0
37,135684,1007961,84,470,Salaried,Married,Semiurban,2,Personal,0
60,20799,1303036,36,604,Salaried,Married,Urban,0,Education,1
42,114152,1174967,120,658,Self-employed,Single,Rural,5,Education,0
52,91830,659252,36,680,Unemployed,Single,Rural,2,Personal,0
22,51692,324499,60,488,Salaried,Single,Urban,1,Home,0
21,21525,815411,180,486,Salaried,Married,Semiurban,2,Home,1
24,54363,518426,240,491,Salaried,Single,Urban,5,Business,1
26,119423,771937,240,721,Salaried,Single,Semiurban,3,Personal,0
51,93514,1341119,36,676,Salaried,Single,Urban,1,Education,0
55,168846,497086,240,513,Self-employed,Single,Urban,2,Business,0
58,95783,1361550,120,709,Self-employed,Single,Urban,2,Business,0
37,91780,438195,36,481,Salaried,Married,Rural,0,Personal,0
48,38958,1035187,36,831,Self-employed,Married,Semiurban,2,Personal,0
25,167212,650370,240,613,Salaried,Married,Urban,2,Vehicle,0
33,77798,1331508,60,471,Self-employed,Married,Urban,3,Education,0
50,139737,1048282,60,522,Self-employed,Married,Urban,0,Business,0
45,57160,937640,84,457,Salaried,Single,Urban,1,Business,1
46,141807,414362,84,622,Salaried,Married,Urban,2,Personal,0
33,145542,1372604,240,705,Salaried,Single,Urban,5,Home,0
27,35539,777972,240,694,Self-employed,Single,Urban,3,Business,1
21,98742,1424369,60,623,Self-employed,Married,Semiurban,4,Business,0
42,115872,368715,84,739,Unemployed,Single,Urban,2,Vehicle,0
41,79194,755437,240,693,Business,Married,Semiurban,2,Business,0
41,168018,580094,240,753,Self-employed,Single,Urban,3,Home,0
27,118700,411123,180,614,Salaried,Married,Urban,5,Education,1
45,68641,679255,240,523,Salaried,Single,Urban,1,Home,0
60,144498,1278343,60,589,Unemployed,Married,Rural,4,Personal,1
33,174653,1368947,36,601,Self-employed,Single,Semiurban,4,Education,1
45,128884,122888,84,583,Salaried,Married,Urban,5,Vehicle,1
50,56696,1036766,240,645,Self-employed,Married,Semiurban,0,Education,0
33,177001,1050709,84,533,Self-employed,Married,Rural,0,Home,0
56,143069,873475,60,611,Business,Married,Semiurban,5,Vehicle,0
41,178715,172423,240,594,Salaried,Single,Rural,0,Business,0
25,54676,417865,36,717,Salaried,Single,Urban,2,Education,0
47,108065,245912,120,655,Salaried,Married,Semiurban,3,Business,0
26,72330,1040568,60,509,Business,Married,Urban,0,Personal,1
35,143486,188908,36,562,Business,Single,Rural,1,Personal,0
45,121758,140382,180,841,Salaried,Single,Semiurban,5,Vehicle,0
23,70461,1336624,36,556,Salaried,Married,Urban,5,Home,1
44,151470,444308,120,558,Salaried,Single,Rural,5,Personal,1
56,116120,1171392,120,531,Business,Married,Urban,2,Education,0
39,136397,160434,120,758,Unemployed,Married,Urban,0,Home,0
27,71892,519729,180,826,Self-employed,Single,Rural,2,Education,0
35,166595,629179,60,711,Salaried,Single,Urban,1,Education,0
45,103815,1060253,120,758,Business,Married,Urban,4,Education,0
36,38361,1392622,36,450,Business,Single,Rural,2,Home,1
45,166926,434468,36,477,Salaried,Single,Rural,5,Education,1
47,23870,723839,36,511,Salaried,Married,Urban,1,Home,0
22,142912,466123,36,507,Salaried,Single,Urban,4,Personal,1
22,165647,1106056,36,824,Self-employed,Single,Urban,5,Vehicle,1
52,131374,1076647,120,539,Unemployed,Single,Semiurban,2,Education,0
38,24399,670346,60,570,Self-employed,Single,Rural,0,Personal,1
48,164523,1124516,60,816,Business,Single,Urban,0,Personal,0
51,160761,443712,84,787,Unemployed,Single,Urban,5,Education,1
58,123324,880371,120,627,Business,Single,Rural,3,Personal,0
48,40661,1362804,84,520,Salaried,Married,Semiurban,3,Personal,1
23,108034,1161898,240,524,Self-employed,Single,Rural,4,Business,0
46,39428,978656,36,706,Salaried,Single,Semiurban,2,Personal,0
31,77449,802335,120,509,Salaried,Married,Semiurban,3,Personal,0
57,110047,955634,240,834,Unemployed,Single,Semiurban,3,Business,0
33,18156,1158036,36,703,Salaried,Single,Semiurban,2,Business,0
34,160073,1438504,36,547,Salaried,Single,Urban,1,Business,0
25,35569,631489,120,510,Salaried,Married,Semiurban,0,Personal,1
45,116281,537147,84,669,Self-employed,Married,Semiurban,4,Home,0
23,149070,770316,84,465,Salaried,Married,Rural,3,Personal,0
58,110026,1128251,36,644,Salaried,Married,Semiurban,0,Vehicle,0
26,39748,614619,240,816,Self-employed,Single,Urban,5,Education,1
51,27002,777112,84,732,Business,Married,Urban,3,Home,1
29,173563,159214,180,677,Salaried,Single,Urban,5,Personal,0
55,30770,631007,180,510,Self-employed,Married,Urban,3,Education,1
59,104878,994921,36,801,Salaried,Single,Urban,3,Business,1
32,116754,192011,84,543,Salaried,Married,Urban,3,Home,1
29,52602,1369208,180,462,Salaried,Married,Semiurban,3,Home,1
44,160471,322986,120,692,Salaried,Married,Semiurban,3,Home,0
37,111753,1095361,120,709,Unemployed,Single,Urban,1,Home,0
33,134942,1483830,180,641,Self-employed,Married,Urban,5,Business,0
28,164713,183373,60,553,Salaried,Single,Semiurban,3,Home,1
53,21189,336459,180,790,Salaried,Single,Urban,1,Education,0
34,67457,1492585,120,694,Salaried,Single,Urban,4,Personal,0
29,151658,404931,36,694,Salaried,Single,Semiurban,1,Vehicle,0
44,77072,650436,120,480,Business,Single,Rural,3,Home,1
44,120439,1043358,180,565,Self-employed,Single,Urban,4,Vehicle,0
31,81265,1356149,180,597,Salaried,Single,Urban,0,Vehicle,1
26,56158,1445113,36,639,Salaried,Married,Urban,2,Education,0
59,103744,746220,120,711,Salaried,Single,Urban,0,Vehicle,0
55,153527,1392614,240,482,Salaried,Married,Rural,2,Personal,0
41,102977,602089,180,547,Salaried,Married,Urban,2,Personal,0
38,87182,1353594,120,792,Self-employed,Single,Rural,5,Education,1
44,160285,1259522,84,554,Business,Single,Urban,5,Education,0
42,65992,1457858,120,641,Salaried,Married,Semiurban,4,Vehicle,0
59,36887,629605,36,642,Business,Married,Urban,1,Education,0
50,162348,1323863,84,711,Self-employed,Single,Urban,3,Vehicle,0
51,132602,911356,84,511,Salaried,Single,Urban,0,Home,0
38,46170,1250268,180,587,Salaried,Single,Rural,5,Vehicle,1
57,33697,120669,36,622,Unemployed,Married,Urban,1,Business,1
59,167583,659385,180,631,Business,Single,Urban,4,Education,0
31,118472,526017,180,765,Salaried,Single,Urban,5,Personal,0
38,145469,361228,36,576,Business,Single,Urban,4,Business,0
38,46150,106644,60,793,Salaried,Married,Urban,1,Home,0
47,134426,1028047,60,828,Business,Married,Urban,2,Business,0
52,132465,1198772,84,614,Salaried,Married,Rural,4,Business,1
25,175536,892019,60,656,Salaried,Married,Urban,2,Business,0
35,117468,1359204,120,462,Self-employed,Single,Semiurban,0,Vehicle,0
22,119939,1298850,84,634,Salaried,Married,Urban,3,Vehicle,0
37,109286,579318,84,637,Unemployed,Married,Urban,1,Business,0
54,175051,1213454,60,468,Unemployed,Married,Urban,1,Home,0
60,162919,204994,84,490,Salaried,Married,Urban,2,Business,0
38,66764,580433,120,609,Salaried,Single,Urban,0,Personal,0
32,93561,1249110,120,666,Business,Single,Urban,1,Personal,0
25,44610,664226,60,723,Salaried,Married,Semiurban,2,Business,0
32,82394,118342,84,537,Business,Single,Semiurban,0,Vehicle,0
24,140963,426965,60,573,Business,Married,Semiurban,2,Vehicle,0
32,46803,620544,60,777,Self-employed,Single,Urban,3,Business,1
50,156646,1127513,240,836,Salaried,Married,Rural,3,Personal,0
59,169380,949763,84,718,Unemployed,Single,Semiurban,3,Business,0
59,114338,725878,36,759,Unemployed,Married,Urban,2,Home,0
33,22205,552083,120,846,Self-employed,Single,Urban,4,Business,1
40,121903,612736,60,458,Unemployed,Married,Urban,3,Vehicle,1
44,71658,1071609,60,662,Unemployed,Single,Rural,5,Home,1
24,109895,1075363,120,784,Business,Single,Semiurban,2,Personal,0
23,143687,242093,84,619,Salaried,Single,Urban,0,Business,0
56,88676,225592,36,710,Salaried,Married,Urban,3,Education,0
50,108944,1403951,84,595,Salaried,Single,Rural,3,Vehicle,0
56,166465,1161049,36,528,Unemployed,Married,Urban,5,Vehicle,1
38,55736,398238,60,497,Self-employed,Married,Urban,0,Home,0
29,68985,977397,180,549,Salaried,Single,Urban,4,Education,0
25,60832,178561,84,822,Salaried,Single,Urban,1,Vehicle,0
50,107846,1393519,240,640,Business,Married,Semiurban,4,Education,0
41,156073,426313,240,799,Business,Married,Rural,1,Business,0
48,144719,670820,84,710,Salaried,Married,Urban,4,Education,0
37,45917,410319,180,564,Business,Single,Rural,1,Vehicle,0
27,160136,1160831,84,661,Self-employed,Married,Semiurban,2,Home,0
60,144136,1490165,36,846,Salaried,Single,Urban,3,Business,0
22,105499,876743,36,607,Salaried,Married,Rural,3,Personal,1
48,79633,700766,60,762,Business,Married,Urban,2,Personal,0
26,44387,272165,36,827,Salaried,Married,Urban,0,Business,0
21,141524,472397,36,518,Salaried,Married,Semiurban,5,Education,0
31,99203,792357,36,469,Unemployed,Single,Rural,4,Home,1
33,62547,919701,120,505,Salaried,Married,Semiurban,4,Home,0
25,139198,1371225,84,530,Self-employed,Single,Urban,1,Education,0
42,60678,1091240,120,633,Unemployed,Married,Urban,5,Vehicle,1
36,99087,1497238,84,557,Salaried,Single,Semiurban,0,Home,1
28,56713,325809,120,514,Salaried,Single,Urban,2,Education,0
51,132120,959581,36,779,Self-employed,Married,Rural,1,Vehicle,0
44,59033,919555,60,626,Salaried,Single,Rural,2,Vehicle,0
52,139504,1480616,120,813,Business,Married,Urban,2,Vehicle,0
57,66224,115600,60,578,Salaried,Married,Rural,2,Business,0
29,80920,1175386,180,703,Unemployed,Single,Semiurban,3,Home,0
42,179186,882287,84,451,Salaried,Single,Urban,2,Personal,0
46,156604,1338342,180,763,Salaried,Single,Urban,5,Personal,0
55,137652,193351,84,620,Salaried,Single,Urban,3,Vehicle,0
59,167919,584327,84,752,Salaried,Married,Urban,5,Home,0
58,84621,927981,84,452,Salaried,Single,Urban,3,Business,1
48,30520,259605,84,724,Business,Married,Urban,5,Education,0
52,170089,547562,180,788,Self-employed,Single,Rural,3,Personal,0
32,160885,1475946,60,457,Self-employed,Single,Urban,1,Vehicle,1
29,85683,454466,240,599,Self-employed,Married,Urban,3,Business,0
39,99131,1237326,240,730,Self-employed,Single,Rural,0,Home,0
25,88792,475328,36,841,Salaried,Single,Semiurban,4,Vehicle,0
51,179052,683638,36,632,Business,Married,Urban,1,Personal,0
22,40655,233028,60,524,Salaried,Single,Urban,5,Education,1
45,131351,317200,180,847,Business,Single,Urban,4,Vehicle,0
25,77441,1477882,120,735,Business,Married,Urban,2,Business,0
23,136727,494433,36,742,Salaried,Married,Semiurban,3,Home,0
50,40341,381185,36,754,Salaried,Single,Semiurban,3,Vehicle,0
56,107313,351140,180,466,Business,Married,Urban,4,Vehicle,1
27,32395,729575,240,520,Self-employed,Married,Rural,2,Education,1
25,157188,862912,36,705,Salaried,Married,Urban,0,Education,0
26,54025,1200909,180,756,Business,Married,Urban,2,Education,0
28,65872,1308822,60,748,Business,Single,Urban,2,Personal,0
26,161900,1310815,240,729,Salaried,Married,Urban,3,Home,0
47,42370,1479711,84,587,Self-employed,Single,Urban,4,Home,1
51,29147,1084032,84,657,Salaried,Married,Urban,4,Business,1
31,66530,1459973,180,808,Business,Single,Urban,5,Business,1
53,80544,955450,36,798,Salaried,Married,Semiurban,5,Business,0
36,33563,1001194,60,763,Self-employed,Single,Rural,2,Education,1
58,125883,1312849,84,587,Salaried,Single,Semiurban,2,Personal,0
28,124311,1338866,60,832,Salaried,Single,Semiurban,5,Personal,0
36,52720,184318,60,577,Self-employed,Single,Semiurban,1,Business,0
28,168621,105909,240,557,Self-employed,Single,Urban,2,Business,0
30,50307,873339,84,660,Salaried,Married,Urban,1,Business,0
43,67283,1496403,240,574,Salaried,Married,Urban,2,Home,1
31,34096,224974,240,684,Salaried,Single,Urban,2,Business,0
32,129713,128872,120,840,Salaried,Married,Urban,5,Business,0
38,142999,919136,84,532,Salaried,Married,Rural,0,Business,0
45,75376,1257096,180,778,Unemployed,Single,Urban,2,Personal,1
27,89253,1480542,180,608,Self-employed,Single,Urban,0,Business,0
36,163741,1386800,180,721,Unemployed,Married,Rural,0,Business,0
41,163194,980229,180,624,Salaried,Single,Urban,5,Education,0
48,83842,670302,180,552,Self-employed,Married,Urban,3,Personal,1
36,103122,196056,84,632,Salaried,Single,Semiurban,3,Business,0
56,22307,259946,36,739,Business,Single,Urban,0,Business,0
55,37032,315199,240,730,Salaried,Single,Urban,1,Business,0
23,85228,124532,180,659,Salaried,Married,Semiurban,3,Business,0
36,178372,349097,36,578,Business,Single,Urban,5,Education,0
21,146332,553736,120,619,Salaried,Single,Rural,2,Home,0
43,111559,1048658,180,806,Salaried,Single,Rural,4,Home,0
33,63106,429156,60,827,Salaried,Single,Urban,1,Business,0
50,34062,1487604,120,565,Self-employed,Single,Urban,5,Business,1
40,131199,422813,240,482,Business,Single,Urban,0,Business,0
55,63900,981551,36,493,Business,Single,Urban,3,Home,1
31,87767,1191068,240,734,Business,Married,Rural,1,Personal,0
57,74514,1041744,120,538,Self-employed,Married,Urban,2,Personal,0
22,69450,951058,84,642,Business,Married,Rural,4,Home,0
29,32101,581795,240,808,Salaried,Single,Semiurban,3,Personal,1
29,31849,1186229,60,725,Business,Single,Urban,0,Personal,0
25,81306,1230370,180,492,Salaried,Single,Urban,2,Personal,1
32,29539,996995,120,555,Salaried,Single,Semiurban,0,Personal,1
49,36726,985254,240,774,Salaried,Married,Urban,5,Education,0
23,21022,157297,240,803,Salaried,Single,Urban,1,Personal,0
33,144033,306067,120,725,Self-employed,Single,Semiurban,5,Personal,1
30,110625,756081,120,794,Salaried,Married,Semiurban,2,Business,0
30,175377,1308766,180,694,Salaried,Single,Urban,2,Personal,0
23,100343,895754,120,470,Salaried,Married,Urban,4,Home,1
37,82385,892504,84,775,Salaried,Married,Semiurban,2,Personal,0
45,165587,357828,60,661,Salaried,Married,Semiurban,2,Education,0
44,99297,457010,180,642,Self-employed,Single,Semiurban,0,Vehicle,0
47,175837,1388089,180,685,Self-employed,Single,Semiurban,5,Personal,0
25,33915,661639,36,512,Business,Married,Rural,0,Personal,0
37,64516,1248143,120,705,Business,Single,Semiurban,3,Business,0
38,81498,424766,240,483,Salaried,Married,Semiurban,2,Business,0
40,124860,724084,60,460,Salaried,Married,Semiurban,1,Education,0
54,130954,548526,36,608,Unemployed,Married,Urban,0,Vehicle,1
45,59070,843809,84,837,Salaried,Single,Urban,1,Education,0
32,95026,501965,240,461,Self-employed,Married,Urban,3,Education,0
54,150439,147169,60,824,Salaried,Single,Semiurban,4,Personal,0
38,104914,381550,120,762,Business,Single,Semiurban,2,Home,0
24,94382,600835,60,560,Salaried,Married,Urban,4,Education,0
28,121473,565313,60,502,Salaried,Married,Semiurban,5,Home,0
33,81201,1344277,36,773,Self-employed,Married,Urban,3,Education,0
47,27111,261146,36,834,Self-employed,Married,Semiurban,2,Vehicle,0
53,124744,1258780,240,718,Business,Single,Rural,1,Home,0
22,171640,323862,84,848,Salaried,Single,Rural,4,Home,0
45,105517,1090428,240,809,Salaried,Married,Rural,4,Home,0
47,18805,1402453,240,559,Salaried,Married,Urban,0,Home,1
25,50289,1203021,240,845,Self-employed,Single,Semiurban,1,Business,0
51,107902,155314,180,521,Business,Married,Urban,5,Business,0
53,56766,254143,60,681,Salaried,Married,Urban,0,Education,0
39,52092,1189848,180,658,Unemployed,Single,Rural,5,Home,1
42,80298,1132586,120,669,Salaried,Single,Semiurban,0,Home,0
48,22710,188412,60,478,Salaried,Single,Urban,3,Personal,1
22,119262,422944,240,683,Salaried,Single,Urban,1,Business,0
42,111269,209161,120,710,Self-employed,Married,Semiurban,3,Vehicle,0
56,55380,1402706,60,718,Business,Married,Semiurban,0,Home,0
56,19299,1206897,120,849,Salaried,Married,Urban,5,Personal,1
54,53781,954499,36,558,Salaried,Married,Semiurban,0,Home,1
44,136366,137862,180,474,Salaried,Single,Rural,2,Personal,0
22,136779,635285,180,534,Salaried,Married,Semiurban,4,Vehicle,0
56,176508,1358942,240,823,Self-employed,Married,Urban,4,Education,0
44,169854,905513,240,741,Salaried,Married,Semiurban,2,Home,0
40,167286,1397683,60,539,Business,Single,Urban,1,Education,0
48,123961,1282615,180,478,Salaried,Single,Rural,3,Business,1
28,137847,975988,36,778,Salaried,Single,Urban,5,Business,0
35,103400,1489454,180,635,Self-employed,Single,Semiurban,4,Home,0
39,18805,822852,120,789,Salaried,Single,Rural,4,Personal,1
22,161983,408789,120,752,Business,Single,Urban,2,Home,0
45,168185,893344,84,658,Self-employed,Single,Urban,3,Vehicle,0
30,67882,1208354,84,742,Salaried,Single,Urban,1,Education,0
30,81072,1332310,84,710,Salaried,Single,Rural,1,Vehicle,0
21,19707,1177723,120,757,Salaried,Married,Urban,0,Home,0
53,70968,257405,36,792,Salaried,Married,Rural,0,Home,0
45,156362,217411,180,781,Salaried,Married,Semiurban,0,Education,0
47,64449,1420235,180,550,Business,Married,Semiurban,5,Business,1
44,75805,1436940,84,588,Salaried,Married,Urban,4,Education,1
24,135709,393036,240,656,Business,Married,Semiurban,4,Business,0
56,42135,1131996,240,770,Business,Married,Rural,1,Personal,0
59,35509,652695,36,653,Unemployed,Married,Urban,1,Business,1
35,41379,378220,84,633,Self-employed,Single,Urban,3,Home,0
26,139701,122316,60,534,Self-employed,Single,Semiurban,0,Vehicle,0
48,80383,1176456,240,612,Salaried,Married,Semiurban,2,Vehicle,0
34,135306,255893,240,729,Salaried,Married,Semiurban,5,Business,0
41,30526,395386,120,600,Salaried,Single,Urban,2,Home,1
34,83569,313103,120,690,Salaried,Single,Rural,5,Vehicle,0
31,66928,257660,36,532,Self-employed,Married,Rural,4,Personal,0
33,86445,1189312,120,537,Self-employed,Married,Semiurban,3,Personal,1
48,78720,1231119,60,508,Business,Single,Semiurban,2,Vehicle,1
35,168057,1042970,240,461,Salaried,Married,Urban,0,Vehicle,0
24,123554,1141161,60,657,Salaried,Single,Rural,0,Education,0
45,159720,401212,36,787,Business,Single,Urban,2,Education,0
26,121116,1483187,84,457,Business,Married,Rural,5,Education,1
30,37100,1196469,240,844,Unemployed,Single,Rural,1,Education,0
59,28337,1269217,180,723,Business,Married,Urban,4,Personal,1
55,22237,432056,60,469,Business,Single,Rural,5,Business,1
55,131547,1354564,240,804,Salaried,Married,Semiurban,2,Personal,0
60,152271,1260859,240,483,Self-employed,Married,Urban,5,Personal,0
23,133711,292236,84,541,Salaried,Married,Urban,3,Business,0
32,24872,1390970,120,590,Salaried,Single,Rural,0,Vehicle,1
55,147098,906301,180,526,Business,Married,Semiurban,5,Business,0
54,169205,511363,120,833,Salaried,Married,Semiurban,0,Vehicle,0
36,114647,208783,240,587,Business,Married,Semiurban,3,Vehicle,0
50,167210,180354,36,794,Salaried,Married,Rural,1,Education,0
38,83852,482847,180,651,Salaried,Married,Urban,2,Personal,0
36,52890,1217159,240,744,Business,Married,Rural,1,Business,0
57,45027,813421,120,534,Salaried,Married,Urban,2,Vehicle,1
42,119994,451649,180,537,Salaried,Single,Rural,1,Education,0
44,44796,568825,180,504,Self-employed,Married,Urban,0,Vehicle,0
45,164455,780266,36,762,Salaried,Married,Semiurban,2,Education,0
33,98378,1417279,180,511,Business,Single,Rural,0,Vehicle,0
31,30291,517643,180,810,Salaried,Single,Urban,0,Home,0
40,41123,782090,84,682,Salaried,Married,Urban,1,Business,0
34,127965,1097941,240,718,Salaried,Married,Urban,2,Home,1
60,87665,413915,240,779,Business,Married,Rural,0,Home,0
32,137703,903067,180,720,Unemployed,Single,Semiurban,4,Vehicle,0
29,143308,114106,84,634,Salaried,Married,Urban,1,Education,0
48,127073,222408,84,845,Self-employed,Married,Semiurban,3,Personal,0
40,61932,389866,120,811,Salaried,Married,Rural,5,Education,0
42,172224,984923,84,612,Business,Married,Urban,1,Education,0
28,39752,997806,84,463,Salaried,Single,Rural,0,Business,0
35,171703,1457570,60,487,Unemployed,Single,Semiurban,0,Education,0
21,102928,812884,120,467,Salaried,Married,Semiurban,1,Home,0
39,154264,1200568,180,646,Salaried,Married,Urban,5,Business,0
49,94721,1448774,120,526,Self-employed,Single,Urban,4,Business,1
25,155842,558099,60,812,Salaried,Single,Semiurban,1,Home,0
59,55542,1452973,36,770,Salaried,Single,Urban,5,Home,0
47,86784,1126635,60,554,Self-employed,Married,Urban,4,Business,0
26,137544,471072,60,629,Salaried,Married,Urban,2,Personal,0
51,53564,894631,60,742,Unemployed,Married,Urban,0,Personal,0
50,118247,1479250,180,573,Self-employed,Married,Urban,1,Vehicle,0
51,64019,232795,120,801,Salaried,Married,Semiurban,5,Business,0
58,66797,161376,84,543,Salaried,Single,Semiurban,1,Home,0
41,171400,258047,240,605,Salaried,Single,Urban,1,Education,0
36,169415,1232805,60,613,Self-employed,Married,Urban,0,Vehicle,0
50,147263,558995,60,651,Salaried,Single,Semiurban,2,Education,0
52,178225,344273,60,678,Self-employed,Married,Urban,4,Business,0
31,32532,794387,60,791,Unemployed,Married,Semiurban,3,Home,1
41,54248,1315464,180,715,Salaried,Single,Urban,5,Home,1
44,122105,213855,180,546,Salaried,Single,Urban,4,Vehicle,0
50,153954,1155833,180,741,Salaried,Single,Semiurban,5,Education,0
43,66406,596596,240,723,Salaried,Single,Semiurban,0,Business,1
40,79941,913382,240,491,Business,Married,Urban,0,Education,0
31,73063,1296459,36,461,Business,Single,Semiurban,5,Personal,1
22,42241,734998,60,694,Salaried,Single,Urban,1,Home,0
51,39665,541276,240,753,Salaried,Single,Urban,0,Business,0
28,72328,430101,36,801,Unemployed,Married,Urban,5,Business,1
59,41392,343131,36,645,Salaried,Single,Rural,0,Home,0
23,135044,385184,240,625,Self-employed,Married,Rural,1,Personal,0
34,27705,715749,180,548,Salaried,Married,Urban,0,Business,1
40,154575,317326,60,841,Business,Single,Urban,2,Home,0
46,155577,394883,84,454,Self-employed,Married,Rural,1,Personal,0
29,22486,1340258,60,808,Business,Married,Semiurban,0,Home,0
57,174290,824018,60,848,Self-employed,Married,Rural,0,Business,0
